日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-05-29,'000030,富奥股份,5.61,5.61,5.2,5.5,5.1,0.51,10.0,2.5715,45329027,252354326.32,10157197342.7,9888933229.56
2020-05-28,'000030,富奥股份,5.1,5.3,4.83,4.9,4.82,0.28,5.8091,1.9748,34810981,179314791.84,9233815766.1,8989939299.6
2020-05-27,'000030,富奥股份,4.82,4.82,4.61,4.68,4.66,0.16,3.4335,0.6809,12001780,56787754.14,8726861175.02,8496374004.72
2020-05-26,'000030,富奥股份,4.66,4.67,4.57,4.59,4.59,0.07,1.5251,0.2808,4949593,22898021.34,8437172837.26,8214336693.36
2020-05-25,'000030,富奥股份,4.59,4.63,4.51,4.58,4.58,0.01,0.2183,0.269,4741652,21632634.68,8310434189.49,8090945369.64
2020-05-22,'000030,富奥股份,4.58,4.66,4.48,4.66,4.68,-0.1,-2.1368,0.5164,9101899,41359571.23,8292328668.38,8073318037.68
2020-05-21,'000030,富奥股份,4.68,4.82,4.62,4.81,4.75,-0.07,-1.4737,0.4195,7393860,34633297.12,8473383879.48,8249591357.28
2020-05-20,'000030,富奥股份,4.75,4.85,4.7,4.73,4.72,0.03,0.6356,0.505,8901887,42346172.84,8600122527.25,8372982681.0
2020-05-19,'000030,富奥股份,4.72,4.78,4.64,4.78,4.7,0.02,0.4255,0.3574,6299319,29584647.9,8545805963.92,8320100685.12
2020-05-18,'000030,富奥股份,4.7,4.88,4.61,4.87,4.84,-0.14,-2.8926,0.6786,11961883,56299807.87,8509594921.7,8284846021.2
2020-05-15,'000030,富奥股份,4.84,4.93,4.8,4.93,4.9,-0.06,-1.2245,0.4225,7447580,36081248.61,8763072217.24,8531628668.64
2020-05-14,'000030,富奥股份,4.9,5.0,4.83,5.0,5.0,-0.1,-2.0,0.4861,8569231,41888085.1,8871705343.9,8637392660.4
2020-05-13,'000030,富奥股份,5.0,5.0,4.77,4.9,4.89,0.11,2.2495,0.4895,8629200,42501159.71,9052760555.0,8813665980.0
2020-05-12,'000030,富奥股份,4.89,4.99,4.82,4.99,4.95,-0.06,-1.2121,0.3576,6304408,30812202.84,8853599822.79,8619765328.44
2020-05-11,'000030,富奥股份,4.95,5.05,4.89,4.93,4.89,0.06,1.227,0.7556,13319522,66256754.71,8962232949.45,8725529320.2
2020-05-08,'000030,富奥股份,4.89,4.92,4.73,4.73,4.71,0.18,3.8217,0.7956,14024813,67912133.14,8853599822.79,8619765328.44
2020-05-07,'000030,富奥股份,4.71,4.8,4.69,4.8,4.83,-0.12,-2.4845,0.4125,7271709,34372608.54,8527700442.81,8302473353.16
2020-05-06,'000030,富奥股份,4.83,4.83,4.62,4.62,4.7,0.13,2.766,0.5388,9497614,44946345.18,8744966696.13,8514001336.68
2020-04-30,'000030,富奥股份,4.7,4.74,4.55,4.61,4.53,0.17,3.7528,0.5452,9610648,44862275.75,8509594921.7,8284846021.2
2020-04-29,'000030,富奥股份,4.53,4.64,4.44,4.47,4.48,0.05,1.1161,0.5192,9151640,41613681.08,8201801062.83,7985181377.88
2020-04-28,'000030,富奥股份,4.48,4.7,4.31,4.65,4.64,-0.16,-3.4483,0.6786,11961479,53883010.68,8111273457.28,7897044718.08
2020-04-27,'000030,富奥股份,4.64,4.79,4.6,4.76,4.75,-0.11,-2.3158,0.5343,9417848,44209369.8,8400961795.04,8179082029.44
2020-04-24,'000030,富奥股份,4.75,4.95,4.7,4.93,4.91,-0.16,-3.2587,0.6258,11030776,52977070.92,8600122527.25,8372982681.0
2020-04-23,'000030,富奥股份,4.91,5.01,4.85,5.01,4.93,-0.02,-0.4057,0.4647,8190732,40356064.62,8889810865.01,8655019992.36
2020-04-22,'000030,富奥股份,4.93,4.93,4.76,4.85,4.91,0.02,0.4073,0.5379,9481291,46012572.71,8926021907.23,8690274656.28
2020-04-21,'000030,富奥股份,4.91,5.1,4.83,5.08,5.08,-0.17,-3.3465,0.9593,16910481,83176312.85,8889810865.01,8655019992.36
2020-04-20,'000030,富奥股份,5.08,5.13,5.03,5.12,5.12,-0.04,-0.7813,0.395,6963627,35422055.25,9197604723.88,8954684635.68
2020-04-17,'000030,富奥股份,5.12,5.29,5.06,5.26,5.24,-0.12,-2.2901,0.8599,15158228,78039508.38,9270026808.32,9025193963.52
2020-04-16,'000030,富奥股份,5.24,5.31,5.16,5.16,5.15,0.09,1.7476,0.5639,9939972,52003804.0,9487293061.64,9236721947.04
2020-04-15,'000030,富奥股份,5.15,5.31,5.15,5.25,5.19,-0.04,-0.7707,0.5679,10010360,52404833.2,9324343371.65,9078075959.4
2020-04-14,'000030,富奥股份,5.19,5.23,5.08,5.09,5.07,0.12,2.3669,0.4572,8059540,41612004.6,9396765456.09,9148585287.24
2020-04-13,'000030,富奥股份,5.07,5.18,5.0,5.17,5.24,-0.17,-3.2443,0.5849,10310240,52190602.0,9179499202.77,8937057303.72
2020-04-10,'000030,富奥股份,5.24,5.41,5.1,5.4,5.4,-0.16,-2.963,0.7663,13508520,70533559.35,9487293061.64,9236721947.04
2020-04-09,'000030,富奥股份,5.4,5.41,5.26,5.33,5.31,0.09,1.6949,0.6361,11213440,59851299.25,9776981399.4,9518759258.4
2020-04-08,'000030,富奥股份,5.31,5.43,5.23,5.43,5.43,-0.12,-2.2099,0.6825,12030140,63924472.8,9614031709.41,9360113270.76
2020-04-07,'000030,富奥股份,5.43,5.48,5.32,5.4,5.25,0.18,3.4286,0.8549,15068813,81578550.48,9831297962.73,9571641254.28
2020-04-03,'000030,富奥股份,5.25,5.54,5.24,5.42,5.43,-0.18,-3.3149,0.629,11087362,59515603.04,9505398582.75,9254349279.0
2020-04-02,'000030,富奥股份,5.43,5.47,5.25,5.35,5.32,0.11,2.0677,0.6009,10592245,56821658.13,9831297962.73,9571641254.28
2020-04-01,'000030,富奥股份,5.32,5.69,5.3,5.5,5.4,-0.08,-1.4815,1.1762,20733874,113591582.82,9632137230.52,9377740602.72
2020-03-31,'000030,富奥股份,5.4,5.47,5.13,5.19,5.1,0.3,5.8824,1.1971,21101003,112692939.29,9776981399.4,9518759258.4
2020-03-30,'000030,富奥股份,5.1,5.22,5.01,5.03,5.2,-0.1,-1.9231,0.7151,12605578,64129803.25,9233815766.1,8989939299.6
2020-03-27,'000030,富奥股份,5.2,5.42,5.18,5.36,5.37,-0.17,-3.1657,0.8389,14786965,78086620.64,9414870977.2,9166212619.2
2020-03-26,'000030,富奥股份,5.37,5.51,5.24,5.42,5.65,-0.28,-4.9558,1.2151,21418954,115756996.35,9722664836.07,9465877262.52
2020-03-25,'000030,富奥股份,5.65,5.7,5.3,5.37,5.18,0.47,9.0734,1.9639,34617529,192950010.26,10229619427.1,9959442557.4
2020-03-24,'000030,富奥股份,5.18,5.23,5.01,5.17,5.04,0.14,2.7778,0.8771,15460151,79119544.63,9378659934.98,9130957955.28
2020-03-23,'000030,富奥股份,5.04,5.41,5.01,5.31,5.51,-0.47,-8.5299,1.0292,18142603,94025267.05,9125182639.44,8884175307.84
2020-03-20,'000030,富奥股份,5.51,5.69,5.37,5.59,5.54,-0.03,-0.5415,0.7726,13618614,74977488.84,9976142131.61,9712659909.96
2020-03-19,'000030,富奥股份,5.54,5.64,5.35,5.64,5.61,-0.07,-1.2478,0.9229,16268537,89281423.05,10030458694.9,9765541905.84
2020-03-18,'000030,富奥股份,5.61,5.99,5.52,5.77,5.71,-0.1,-1.7513,1.2583,22179874,127563975.83,10157197342.7,9888933229.56
2020-03-17,'000030,富奥股份,5.71,6.14,5.4,6.09,6.0,-0.29,-4.8333,1.1339,19987405,114648339.08,10338252553.8,10065206549.2
