日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-05-29,'000021,深科技,22.51,22.7,21.93,22.15,22.5,0.01,0.0444,2.6565,39083906,871954218.77,33118048261.1,33118048261.1
2020-05-28,'000021,深科技,22.5,23.04,21.75,22.7,22.6,-0.1,-0.4425,3.4898,51344333,1147196294.41,33103335667.5,33103335667.5
2020-05-27,'000021,深科技,22.6,23.61,22.55,23.34,23.62,-1.02,-4.3184,3.8932,57278524,1320519341.51,33250461603.8,33250461603.8
2020-05-26,'000021,深科技,23.62,24.16,22.9,23.29,23.18,0.44,1.8982,5.0829,74782261,1756987170.16,34751146154.1,34751146154.1
2020-05-25,'000021,深科技,23.18,23.24,21.8,22.34,22.81,0.37,1.6221,3.9338,57876379,1312219623.07,34103792034.3,34103792034.3
2020-05-22,'000021,深科技,22.81,23.23,21.96,22.09,22.1,0.71,3.2127,5.2434,77144320,1755521962.98,33559426070.0,33559426070.0
2020-05-21,'000021,深科技,22.1,23.11,21.91,22.8,22.83,-0.73,-3.1975,4.1711,61368216,1376488911.12,32514831922.3,32514831922.3
2020-05-20,'000021,深科技,22.83,23.86,22.54,23.52,23.9,-1.07,-4.477,5.0839,74798046,1730555367.96,33588851257.3,33588851257.3
2020-05-19,'000021,深科技,23.9,24.1,22.76,23.55,22.91,0.99,4.3213,5.7183,84130814,1990847386.19,35163098775.7,35163098775.7
2020-05-18,'000021,深科技,22.91,25.88,22.76,25.8,25.29,-2.38,-9.4108,8.8022,129502863,3131140398.29,33706552006.3,33706552006.3
2020-05-15,'000021,深科技,25.29,26.19,23.88,24.06,24.15,1.14,4.7205,8.1278,119581699,2994696145.49,37208149290.3,37208149290.3
2020-05-14,'000021,深科技,24.15,24.98,22.22,22.43,22.76,1.39,6.1072,8.3066,122211224,2874912372.45,35530913616.4,35530913616.4
2020-05-13,'000021,深科技,22.76,23.97,22.17,22.67,22.67,0.09,0.397,7.4049,108945962,2485206917.49,33485863101.9,33485863101.9
2020-05-12,'000021,深科技,22.67,22.67,20.21,20.38,20.61,2.06,9.9951,6.2667,92199061,1975119190.22,33353449759.2,33353449759.2
2020-05-11,'000021,深科技,20.61,21.08,20.3,20.79,20.77,-0.16,-0.7703,3.0261,44522224,920416881.23,30322655471.4,30322655471.4
2020-05-08,'000021,深科技,20.77,21.28,20.11,20.61,20.3,0.47,2.3153,4.5666,67186558,1390415249.24,30558056969.5,30558056969.5
2020-05-07,'000021,深科技,20.3,21.04,20.27,20.9,20.9,-0.6,-2.8708,3.2586,47943078,986648700.98,29866565068.9,29866565068.9
2020-05-06,'000021,深科技,20.9,21.3,19.93,20.09,20.3,0.6,2.9557,5.041,74165452,1530334728.82,30749320686.7,30749320686.7
2020-04-30,'000021,深科技,20.3,20.39,19.09,19.09,18.63,1.67,8.964,5.0632,74492781,1483359035.27,29866565068.9,29866565068.9
2020-04-29,'000021,深科技,18.63,19.27,18.6,18.89,19.05,-0.42,-2.2047,1.849,27203003,513152263.49,27409561932.7,27409561932.7
2020-04-28,'000021,深科技,19.05,19.56,17.56,18.79,18.8,0.25,1.3298,3.3136,48751909,917038403.32,28027490865.2,28027490865.2
2020-04-27,'000021,深科技,18.8,19.45,18.51,19.3,19.36,-0.56,-2.8926,2.4267,35703355,672253702.62,27659676024.4,27659676024.4
2020-04-24,'000021,深科技,19.36,19.82,19.21,19.31,19.22,0.14,0.7284,2.7231,40063719,782504109.32,28483581267.7,28483581267.7
2020-04-23,'000021,深科技,19.22,20.15,19.17,19.8,19.87,-0.65,-3.2713,3.4039,50080768,979428362.03,28277604956.9,28277604956.9
2020-04-22,'000021,深科技,19.87,19.94,19.49,19.59,19.89,-0.02,-0.1006,2.9878,43958254,865613201.29,29233923542.8,29233923542.8
2020-04-21,'000021,深科技,19.89,20.47,19.67,20.31,20.65,-0.76,-3.6804,4.3608,64158722,1274525009.04,29263348730.1,29263348730.1
2020-04-20,'000021,深科技,20.65,21.11,20.34,20.61,20.62,0.03,0.1455,4.8166,70865116,1467496226.87,30381505846.0,30381505846.0
2020-04-17,'000021,深科技,20.62,21.6,19.94,20.06,19.85,0.77,3.8791,7.1411,105064390,2188070262.62,30337368065.1,30337368065.1
